MAC,Timestamp,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z,Roll,Pitch
08:B6:1F:75:ED:80,2025:03:06 17:56:58:700,-36.84,-9.71,12.45,0.66,1.17
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:58:700,41.78,-14.82,17.41,0.71,-1.07
CC:7B:5C:AF:BD:F4,2025:03:06 17:56:58:700,65.13,-12.57,15.5,-2.46,1.27
08:D1:F9:DC:8F:80,2025:03:06 17:56:58:700,-471.92,3671.01,-731.99,-1.77,0.13
08:B6:1F:75:ED:80,2025:03:06 17:56:58:800,85.3,-269.23,-55.79,-1.37,0.3
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:58:800,685.94,-212.55,1519.85,0.14,-0.42
CC:7B:5C:AF:BD:F4,2025:03:06 17:56:58:800,-496.58,-24.98,601.33,0.04,0.69
08:D1:F9:DC:8F:80,2025:03:06 17:56:58:800,65.26,313.27,-411.17,0.65,0.13
08:B6:1F:75:ED:80,2025:03:06 17:56:58:900,-269.49,173.73,95.51,-1.07,0.94
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:58:900,72.26,-37.48,-122.7,2.85,-0.51
CC:7B:5C:AF:BD:F4,2025:03:06 17:56:58:900,-33.63,0.0,6.94,0.0,1.37
08:D1:F9:DC:8F:80,2025:03:06 17:56:58:900,-33.43,4.16,-2.59,1.01,-1.43
08:B6:1F:75:ED:80,2025:03:06 17:56:59:000,-204.7,-5.73,-97.63,3.08,1.13
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:59:000,707.23,29.62,107.65,-0.27,-1.41
CC:7B:5C:AF:BD:F4,2025:03:06 17:56:59:000,-341.26,-115.14,-305.34,2.78,0.81
08:D1:F9:DC:8F:80,2025:03:06 17:56:59:000,1588.93,-1136.66,444.26,1.2,-0.92
08:B6:1F:75:ED:80,2025:03:06 17:56:59:100,-239.74,-26.73,-71.14,2.78,1.26
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:59:100,696.31,-226.15,-103.72,2.0,-1.23
CC:7B:5C:AF:BD:F4,2025:03:06 17:56:59:100,-341.87,-3.64,-79.23,3.1,1.34
08:D1:F9:DC:8F:80,2025:03:06 17:56:59:100,707.71,338.85,-88.24,-1.83,-1.11
08:B6:1F:75:ED:80,2025:03:06 17:56:59:200,192.4,-274.73,-344.1,-0.67,0.41
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:59:200,140.04,-91.13,516.54,0.17,-0.26
CC:7B:5C:AF:BD:F4,2025:03:06 17:56:59:200,96.07,-9.86,-14.95,-0.58,1.39
08:D1:F9:DC:8F:80,2025:03:06 17:56:59:200,4308.48,1503.82,-656.59,-1.98,-1.21
08:B6:1F:75:ED:80,2025:03:06 17:56:59:300,-94.18,83.62,52.19,-1.01,0.76
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:59:300,83.35,-72.63,35.59,1.12,-0.8
CC:7B:5C:AF:BD:F4,2025:03:06 17:56:59:300,-332.83,-17.91,297.33,0.06,0.84
08:D1:F9:DC:8F:80,2025:03:06 17:56:59:300,351.86,-91.4,64.17,0.96,-1.26
08:B6:1F:75:ED:80,2025:03:06 17:56:59:400,-142.94,133.41,-20.54,-1.72,0.81
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:59:400,289.88,-647.1,-222.1,1.9,-0.4
CC:7B:5C:AF:BD:F4,2025:03:06 17:56:59:400,-209.59,4.76,79.08,-0.06,1.21
08:D1:F9:DC:8F:80,2025:03:06 17:56:59:400,29.88,-9.46,-1.58,1.74,-1.26
08:B6:1F:75:ED:80,2025:03:06 17:56:59:500,-224.62,-22.54,-105.53,2.93,1.12
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:59:500,2145.41,238.46,1356.05,-0.17,-1.0
CC:7B:5C:AF:BD:F4,2025:03:06 17:56:59:500,-55.92,-15.68,-33.81,2.71,0.98
08:D1:F9:DC:8F:80,2025:03:06 17:56:59:500,323.64,56.06,47.09,-0.87,-1.35
08:B6:1F:75:ED:80,2025:03:06 17:56:59:600,-499.78,-65.16,-203.93,2.83,1.17
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:59:600,157.64,-70.42,-58.09,2.26,-1.05
08:D1:F9:DC:8F:80,2025:03:06 17:56:59:600,512.29,-43.6,50.07,0.72,-1.44
CC:7B:5C:AF:BD:F4,2025:03:06 17:56:59:600,-252.62,-84.47,-247.02,2.81,0.77
08:B6:1F:75:ED:80,2025:03:06 17:56:59:700,-235.86,-7.77,78.69,0.1,1.25
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:59:700,-14.33,8.22,-3.61,1.16,-1.01
CC:7B:5C:AF:BD:F4,2025:03:06 17:56:59:700,-9.02,-0.61,-3.48,2.97,1.2
08:D1:F9:DC:8F:80,2025:03:06 17:56:59:700,461.76,891.45,-372.3,-1.97,-0.45
08:B6:1F:75:ED:80,2025:03:06 17:56:59:800,179.8,-65.43,-65.68,-0.78,1.09
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:59:800,288.81,-462.78,1167.08,0.38,-0.23
CC:7B:5C:AF:BD:F4,2025:03:06 17:56:59:800,37.18,-5.88,-2.12,-1.23,1.4
08:D1:F9:DC:8F:80,2025:03:06 17:56:59:800,1928.26,-530.74,-58.01,1.68,-1.3
08:B6:1F:75:ED:80,2025:03:06 17:56:59:900,258.32,-141.22,-148.6,-0.76,0.9
B0:B2:1C:8F:6B:C4,2025:03:06 17:56:59:900,-4.37,5.98,-7.33,0.68,-0.43

08:B6:1F:75:ED:80,2025:03:06 17:57:04:900,-403.64,-93.22,-18.76,1.77,1.34
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:04:900,723.12,-26.34,-148.7,2.97,-1.36
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:04:900,-251.96,18.96,-4.24,-1.79,1.49
08:D1:F9:DC:8F:80,2025:03:06 17:57:04:900,125.25,1.67,2.23,-0.64,-1.55
08:B6:1F:75:ED:80,2025:03:06 17:57:05:000,11.45,4.54,-3.26,0.95,1.12
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:05:000,98.83,-36.46,12.95,1.23,-1.2
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:05:000,-116.7,3.49,-60.56,-3.08,1.09
08:D1:F9:DC:8F:80,2025:03:06 17:57:05:000,155.72,43.29,40.72,-0.82,-1.21
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:05:100,90.99,-49.63,24.14,1.12,-1.03
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:05:100,-45.61,-5.46,-36.01,2.99,0.9
08:D1:F9:DC:8F:80,2025:03:06 17:57:05:100,410.27,-48.94,33.41,0.97,-1.43
08:B6:1F:75:ED:80,2025:03:06 17:57:05:100,3.79,1.83,-3.41,0.49,0.78
08:B6:1F:75:ED:80,2025:03:06 17:57:05:200,-79.33,-32.48,27.68,0.86,1.08
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:05:200,-1.89,0.95,-0.13,1.43,-1.1
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:05:200,5.99,0.62,2.53,2.9,1.16
08:D1:F9:DC:8F:80,2025:03:06 17:57:05:200,50.67,59.29,-18.94,-1.88,-0.68
08:B6:1F:75:ED:80,2025:03:06 17:57:05:300,-80.2,-27.68,6.19,1.35,1.23
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:05:300,239.4,-110.1,44.93,1.18,-1.11
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:05:300,17.23,1.19,5.83,2.94,1.24
08:D1:F9:DC:8F:80,2025:03:06 17:57:05:300,1053.06,-666.29,107.25,1.41,-1.0
08:B6:1F:75:ED:80,2025:03:06 17:57:05:400,599.89,-110.42,-123.6,-0.73,1.3
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:05:400,248.58,-466.31,532.31,0.72,-0.34
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:05:400,-22.25,3.42,15.4,-0.22,0.95
08:D1:F9:DC:8F:80,2025:03:06 17:57:05:400,94.92,-17.14,46.88,0.35,-1.09
08:B6:1F:75:ED:80,2025:03:06 17:57:05:500,-79.66,11.7,-0.75,-1.63,1.42
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:05:500,-306.24,192.6,-148.31,0.91,-0.9
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:05:500,-192.55,23.07,64.3,-0.34,1.23
08:D1:F9:DC:8F:80,2025:03:06 17:57:05:500,27.9,-4.26,5.05,0.7,-1.34
08:B6:1F:75:ED:80,2025:03:06 17:57:05:600,-420.93,177.93,37.09,-1.37,1.16
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:05:600,-216.71,130.57,11.19,1.66,-1.03
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:05:600,-482.44,63.52,124.37,-0.47,1.29
08:D1:F9:DC:8F:80,2025:03:06 17:57:05:600,-109.5,12.29,-7.45,1.03,-1.44
08:B6:1F:75:ED:80,2025:03:06 17:57:05:700,-411.42,27.71,-100.1,-2.87,1.32
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:05:700,387.18,133.31,-150.01,-2.42,-1.09
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:05:700,18.0,6.06,2.6,1.98,1.22
08:D1:F9:DC:8F:80,2025:03:06 17:57:05:700,458.24,-208.14,45.66,1.35,-1.14
08:B6:1F:75:ED:80,2025:03:06 17:57:05:800,-96.46,-43.87,-38.5,2.29,1.03
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:05:800,1720.38,-434.41,78.69,1.39,-1.32
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:05:800,-234.01,-68.46,-581.73,3.02,0.38
08:D1:F9:DC:8F:80,2025:03:06 17:57:05:800,1523.85,-817.01,290.38,1.23,-1.05
08:B6:1F:75:ED:80,2025:03:06 17:57:05:900,-76.63,0.0,-742.72,0.0,-0.1
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:05:900,1.51,-0.51,-1.48,2.81,-0.77
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:05:900,-38.18,12.4,24.84,-0.46,0.94
08:D1:F9:DC:8F:80,2025:03:06 17:57:05:900,-1436.71,4364.37,434.79,-1.47,0.32
08:B6:1F:75:ED:80,2025:03:06 17:57:06:000,-442.86,128.83,114.02,-0.85,1.2
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:06:000,235.24,-185.49,166.1,0.84,-0.76
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:06:000,-418.99,-34.33,351.04,0.1,0.87
08:D1:F9:DC:8F:80,2025:03:06 17:57:06:000,1596.08,72.58,-15.99,-1.79,-1.52
08:B6:1F:75:ED:80,2025:03:06 17:57:06:100,-87.1,-0.64,5.62,0.11,1.51
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:06:100,2052.34,637.83,-1039.56,-2.59,-1.03
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:06:100,72.54,-4.81,31.29,-2.99,1.16
08:D1:F9:DC:8F:80,2025:03:06 17:57:06:100,875.25,-58.41,6.54,1.46,-1.5
08:B6:1F:75:ED:80,2025:03:06 17:57:06:200,-200.33,-66.95,-44.93,2.16,1.19
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:06:200,23.77,-16.01,2.12,1.44,-0.97
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:06:200,-138.69,-16.45,-190.91,3.06,0.63
08:D1:F9:DC:8F:80,2025:03:06 17:57:06:200,683.42,-64.32,178.43,0.35,-1.3
08:B6:1F:75:ED:80,2025:03:06 17:57:06:300,-1.65,-0.32,0.53,0.54,1.21
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:06:300,-34.2,16.68,-4.26,1.32,-1.1
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:06:300,237.64,-13.75,45.42,-2.85,1.37
08:D1:F9:DC:8F:80,2025:03:06 17:57:06:300,167.16,17.15,10.52,-1.02,-1.45
08:B6:1F:75:ED:80,2025:03:06 17:57:06:400,-16.17,-2.94,-0.05,1.59,1.39
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:06:400,42.5,-14.76,-3.06,1.78,-1.23
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:06:400,86.49,-0.86,43.95,-3.12,1.1
08:D1:F9:DC:8F:80,2025:03:06 17:57:06:400,328.65,974.66,-237.25,-1.81,-0.32
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:06:500,754.42,-593.09,1699.26,0.34,-0.4
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:06:500,-19.64,0.75,-1.22,-2.59,1.5
08:D1:F9:DC:8F:80,2025:03:06 17:57:06:500,-56.48,83.61,-26.43,1.26,-0.57
08:B6:1F:75:ED:80,2025:03:06 17:57:06:500,271.09,-55.29,20.73,-1.93,1.36
08:B6:1F:75:ED:80,2025:03:06 17:57:06:600,-90.7,8.5,-11.86,-2.52,1.41
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:06:600,358.77,311.75,421.47,2.5,0.6
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:06:600,-485.72,68.54,220.31,-0.3,1.13
08:D1:F9:DC:8F:80,2025:03:06 17:57:06:600,-80.79,17.09,-13.89,0.89,-1.3
08:B6:1F:75:ED:80,2025:03:06 17:57:06:700,-73.42,31.49,4.52,-1.43,1.16
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:06:700,-201.48,235.28,-48.88,1.37,-0.7
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:06:700,-154.61,10.7,35.53,-0.29,1.34
08:D1:F9:DC:8F:80,2025:03:06 17:57:06:700,-77.88,1.36,-6.02,0.22,-1.49
08:B6:1F:75:ED:80,2025:03:06 17:57:06:800,-311.4,110.23,-51.11,-2.0,1.2
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:06:800,587.62,-338.27,17.38,1.52,-1.05
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:06:800,-181.92,11.65,53.14,-0.22,1.28
08:D1:F9:DC:8F:80,2025:03:06 17:57:06:800,17.33,-4.41,-0.53,1.69,-1.32

08:B6:1F:75:ED:80,2025:03:06 17:57:12:700,-95.38,5.99,13.92,-0.41,1.41
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:12:700,-3.93,1.67,0.14,1.66,-1.17
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:12:700,12.52,1.77,1.86,2.38,1.37
08:D1:F9:DC:8F:80,2025:03:06 17:57:12:700,-196.05,66.86,-74.19,0.73,-1.1
08:B6:1F:75:ED:80,2025:03:06 17:57:12:800,-20.69,0.02,-4.78,-3.14,1.34
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:12:800,-4.18,1.73,0.06,1.6,-1.18
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:12:800,-51.25,-2.28,-14.42,2.98,1.29
08:D1:F9:DC:8F:80,2025:03:06 17:57:12:800,86.9,-2.17,-7.38,2.86,-1.48
08:B6:1F:75:ED:80,2025:03:06 17:57:12:900,149.44,-20.67,95.71,-2.93,0.99
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:12:900,134.36,-55.35,11.71,1.36,-1.17
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:12:900,27.41,3.48,2.02,2.1,1.43
08:D1:F9:DC:8F:80,2025:03:06 17:57:12:900,-48.07,0.15,-2.07,0.07,-1.53
08:B6:1F:75:ED:80,2025:03:06 17:57:13:000,76.9,-222.29,-145.77,-0.99,0.28
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:13:000,363.08,-476.61,203.04,1.17,-0.61
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:13:000,360.67,12.24,72.83,2.98,1.37
08:D1:F9:DC:8F:80,2025:03:06 17:57:13:000,-60.47,12.46,-3.89,1.27,-1.36
08:B6:1F:75:ED:80,2025:03:06 17:57:13:100,-292.59,215.65,77.21,-1.23,0.91
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:13:100,-71.26,-220.99,175.67,0.9,0.25
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:13:100,-702.07,61.91,406.44,-0.15,1.04
08:D1:F9:DC:8F:80,2025:03:06 17:57:13:100,-70.72,8.19,-12.79,0.57,-1.36
08:B6:1F:75:ED:80,2025:03:06 17:57:13:200,-439.85,274.22,16.73,-1.51,1.01
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:13:200,397.33,335.42,100.18,1.86,0.85
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:13:200,-598.06,20.94,140.47,-0.15,1.34
08:D1:F9:DC:8F:80,2025:03:06 17:57:13:200,-87.59,3.38,-21.85,0.15,-1.32
08:B6:1F:75:ED:80,2025:03:06 17:57:13:300,-289.27,143.13,-87.99,-2.12,1.04
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:13:300,2481.95,1024.81,-1010.72,-2.35,-1.05
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:13:300,-9.68,-6.33,-0.48,1.65,0.99
08:D1:F9:DC:8F:80,2025:03:06 17:57:13:300,615.93,-255.74,-21.61,1.66,-1.18
08:B6:1F:75:ED:80,2025:03:06 17:57:13:400,-33.17,6.71,-32.32,-2.94,0.79
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:13:400,1338.49,-1649.6,1910.34,0.71,-0.49
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:13:400,-544.65,-201.7,-582.1,2.81,0.72
08:D1:F9:DC:8F:80,2025:03:06 17:57:13:400,1613.82,-1619.13,2177.32,0.64,-0.54
08:B6:1F:75:ED:80,2025:03:06 17:57:13:500,176.65,1.09,-24.31,0.04,1.43
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:13:500,-372.96,-45.9,1292.75,0.04,0.28
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:13:500,217.57,-672.15,-365.21,-1.07,0.28
08:D1:F9:DC:8F:80,2025:03:06 17:57:13:500,-6400.88,12259.07,-4500.54,-1.92,0.46
08:B6:1F:75:ED:80,2025:03:06 17:57:13:600,0.07,-0.18,-0.26,-0.61,0.22
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:13:600,78.86,-62.41,-0.0,1.57,-0.9
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:13:600,-790.4,-6.13,980.48,0.01,0.68
08:D1:F9:DC:8F:80,2025:03:06 17:57:13:600,3951.14,-817.09,-771.25,2.33,-1.29
08:B6:1F:75:ED:80,2025:03:06 17:57:13:700,-133.11,70.86,23.84,-1.25,1.06
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:13:700,-162.1,-4.18,-35.85,-0.12,-1.35
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:13:700,-195.02,-20.22,-42.61,2.7,1.33
08:D1:F9:DC:8F:80,2025:03:06 17:57:13:700,33.82,-15.03,5.96,1.19,-1.12
08:B6:1F:75:ED:80,2025:03:06 17:57:13:800,-187.69,-14.83,-38.86,2.78,1.35
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:13:800,364.65,-1415.85,33.26,1.55,-0.25
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:13:800,-487.36,-195.42,-383.35,2.67,0.85
08:D1:F9:DC:8F:80,2025:03:06 17:57:13:800,1441.61,-1176.5,536.81,1.14,-0.84
08:B6:1F:75:ED:80,2025:03:06 17:57:13:900,-548.57,-68.98,-117.73,2.61,1.33
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:13:900,454.82,-195.83,-332.98,2.61,-0.87
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:13:900,-159.73,-45.62,-57.73,2.47,1.14
08:D1:F9:DC:8F:80,2025:03:06 17:57:13:900,52.58,-6.65,3.08,1.14,-1.43
08:B6:1F:75:ED:80,2025:03:06 17:57:14:000,-71.26,-0.64,27.54,0.02,1.2
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:14:000,20.09,-13.76,5.89,1.17,-0.93
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:14:000,216.36,51.84,60.53,2.43,1.22
08:D1:F9:DC:8F:80,2025:03:06 17:57:14:000,506.34,663.6,-336.3,-2.04,-0.6
08:B6:1F:75:ED:80,2025:03:06 17:57:14:100,45.67,-5.7,-26.16,-0.21,1.04
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:14:100,229.39,-158.68,93.66,1.04,-0.89
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:14:100,134.48,24.66,67.69,2.79,1.08
08:D1:F9:DC:8F:80,2025:03:06 17:57:14:100,129.46,63.05,201.04,-0.3,-0.55
08:B6:1F:75:ED:80,2025:03:06 17:57:14:200,259.24,-149.01,-51.85,-1.24,1.02
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:14:200,232.9,-932.08,289.49,1.27,-0.23
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:14:200,-234.82,132.54,164.71,-0.68,0.84
08:D1:F9:DC:8F:80,2025:03:06 17:57:14:200,830.39,115.43,35.13,-1.28,-1.43
08:B6:1F:75:ED:80,2025:03:06 17:57:14:300,-70.54,2.77,-34.36,-3.06,1.12
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:14:300,326.39,259.67,-287.39,0.73,0.7
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:14:300,-144.6,20.09,14.84,-0.93,1.4
08:D1:F9:DC:8F:80,2025:03:06 17:57:14:300,-1.44,-0.09,-0.35,-0.24,-1.32
08:B6:1F:75:ED:80,2025:03:06 17:57:14:400,-508.4,87.48,-215.12,-2.76,1.14
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:14:400,-599.97,-80.46,-195.91,-0.39,-1.23
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:14:400,-340.76,54.9,135.22,-0.39,1.17
08:D1:F9:DC:8F:80,2025:03:06 17:57:14:400,-52.55,7.88,-3.71,1.13,-1.41
08:B6:1F:75:ED:80,2025:03:06 17:57:14:500,-350.51,-9.47,-120.35,3.06,1.24
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:14:500,525.74,-899.81,-1853.35,2.69,-0.25
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:14:500,-219.58,-118.46,-225.11,2.66,0.71
08:D1:F9:DC:8F:80,2025:03:06 17:57:14:500,285.43,32.9,91.51,-0.35,-1.24
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:14:600,616.8,-314.11,239.28,0.92,-1.0
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:14:600,-300.74,-26.96,-119.37,2.92,1.18
08:D1:F9:DC:8F:80,2025:03:06 17:57:14:600,1014.4,-110.53,316.1,0.34,-1.25
08:B6:1F:75:ED:80,2025:03:06 17:57:14:600,-195.65,-36.33,19.83,1.07,1.36

B0:B2:1C:8F:6B:C4,2025:03:06 17:57:24:200,-4.14,1.86,-0.36,1.38,-1.14
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:24:200,-18.75,-0.28,-3.87,3.07,1.37
08:D1:F9:DC:8F:80,2025:03:06 17:57:24:200,-9.39,0.54,-1.2,0.42,-1.43
08:B6:1F:75:ED:80,2025:03:06 17:57:24:300,268.39,14.71,-4.04,1.3,1.51
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:24:300,-3.51,0.96,-0.43,1.15,-1.28
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:24:300,175.48,9.62,62.08,2.99,1.23
08:D1:F9:DC:8F:80,2025:03:06 17:57:24:300,-21.64,0.11,-2.45,0.05,-1.46
08:B6:1F:75:ED:80,2025:03:06 17:57:24:400,-147.39,-11.22,8.12,0.94,1.48
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:24:400,-11.95,6.59,-1.4,1.36,-1.06
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:24:400,-214.41,10.45,-14.34,-2.51,1.49
08:D1:F9:DC:8F:80,2025:03:06 17:57:24:400,7.5,-1.22,1.45,0.7,-1.32
08:B6:1F:75:ED:80,2025:03:06 17:57:24:500,-80.22,8.32,8.02,-0.8,1.43
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:24:500,3.01,-1.35,0.52,1.2,-1.12
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:24:500,15.51,-0.22,1.28,-2.97,1.49
08:D1:F9:DC:8F:80,2025:03:06 17:57:24:500,-1.96,0.23,-0.31,0.64,-1.38
08:B6:1F:75:ED:80,2025:03:06 17:57:24:600,227.12,-22.18,-3.84,-1.4,1.47
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:24:600,27.36,-7.15,4.28,1.03,-1.28
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:24:600,174.66,-3.06,41.59,-3.07,1.34
08:D1:F9:DC:8F:80,2025:03:06 17:57:24:600,-14.74,0.89,-2.15,0.39,-1.41
08:B6:1F:75:ED:80,2025:03:06 17:57:24:700,188.91,-29.39,12.8,-1.98,1.4
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:24:700,549.36,-384.09,556.34,0.6,-0.68
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:24:700,88.97,-5.31,8.26,-2.57,1.46
08:D1:F9:DC:8F:80,2025:03:06 17:57:24:700,64.33,-6.81,9.14,0.64,-1.4
08:B6:1F:75:ED:80,2025:03:06 17:57:24:800,-217.72,38.68,-18.16,-2.01,1.38
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:24:800,-44.1,30.06,-89.25,0.32,-0.44
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:24:800,-370.45,46.83,111.61,-0.4,1.25
08:D1:F9:DC:8F:80,2025:03:06 17:57:24:800,-34.66,5.37,-5.41,0.78,-1.35
08:B6:1F:75:ED:80,2025:03:06 17:57:24:900,-128.91,29.97,-14.69,-2.03,1.32
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:24:900,-233.78,141.87,-166.85,0.7,-0.82
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:24:900,-261.1,30.17,34.58,-0.72,1.4
08:D1:F9:DC:8F:80,2025:03:06 17:57:24:900,-73.66,13.39,-12.4,0.82,-1.33
08:B6:1F:75:ED:80,2025:03:06 17:57:25:000,-150.08,25.77,-23.63,-2.31,1.34
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:25:000,-293.84,124.97,-166.62,0.64,-0.95
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:25:000,-103.83,9.14,14.86,-0.55,1.4
08:D1:F9:DC:8F:80,2025:03:06 17:57:25:000,-66.81,5.22,-8.62,0.54,-1.42
08:B6:1F:75:ED:80,2025:03:06 17:57:25:100,-342.85,39.41,35.8,-0.83,1.42
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:25:100,19.94,3.82,-100.72,-3.1,-0.2
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:25:100,-251.22,2.81,4.42,-0.57,1.55
08:D1:F9:DC:8F:80,2025:03:06 17:57:25:100,34.19,-1.99,1.09,1.07,-1.5
08:B6:1F:75:ED:80,2025:03:06 17:57:25:200,-192.37,-30.05,13.55,1.15,1.4
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:25:200,555.88,-149.64,623.35,0.24,-0.71
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:25:200,-119.45,-6.34,-51.37,3.02,1.16
08:D1:F9:DC:8F:80,2025:03:06 17:57:25:200,88.25,35.44,-10.13,-1.85,-1.18
08:B6:1F:75:ED:80,2025:03:06 17:57:25:300,205.23,135.52,-88.46,0.99,0.9
B0:B2:1C:8F:6B:C4,2025:03:06 17:57:25:300,145.24,-60.09,-109.25,2.64,-0.86
CC:7B:5C:AF:BD:F4,2025:03:06 17:57:25:300,-66.21,-42.37,-116.99,2.79,0.49
